BracketEntryId,SemifinalWinner_East_West,SemifinalWinner_South_Midwest,NationalChampion
3500965,UConn,Houston,UConn
3029728,North Carolina,Houston,Houston
1534689,Auburn,Houston,Auburn
1878973,UConn,Houston,UConn
2356957,San Diego St.,Kentucky,Kentucky
3802117,UConn,Tennessee,UConn
2192004,UConn,Kentucky,UConn
1400053,UConn,Houston,Houston
1373537,Auburn,Kentucky,Auburn
394851,UConn,Houston,UConn
1532954,UConn,Houston,UConn
604362,Arizona,Tennessee,Arizona
1319477,Arizona,Marquette,Arizona
3123231,UConn,Gonzaga,UConn
1421892,North Carolina,Kentucky,North Carolina
1765655,UConn,Houston,UConn
1937061,UConn,Houston,UConn
2201153,Iowa St.,Houston,Iowa St.
2169288,UConn,Houston,UConn
1340081,Auburn,Kentucky,Auburn
2117190,UConn,Houston,UConn
805423,Auburn,Marquette,Marquette
2354786,Arizona,Houston,Houston
869703,UConn,Houston,UConn
1293941,UConn,Houston,UConn
721967,Illinois,Houston,Illinois
2161559,Clemson,Kentucky,Kentucky
1875048,UConn,Tennessee,UConn
2207275,Charleston,McNeese,McNeese
832007,North Carolina,Purdue,North Carolina
368080,UConn,Creighton,UConn
1996057,UConn,Houston,UConn
615359,UConn,Houston,UConn
2919634,UConn,Houston,UConn
3394060,UConn,Houston,UConn
1733521,UConn,Creighton,UConn
2031734,UConn,Kentucky,UConn
743336,Duquesne,Wisconsin,Wisconsin
3449870,UConn,Kentucky,UConn
3129754,UConn,NC State,UConn
2936667,Arizona,Purdue,Purdue
1445408,UConn,Purdue,UConn
2859518,North Carolina,Houston,Houston
3234113,UConn,Houston,UConn
1360775,UConn,Houston,UConn
428709,UConn,Houston,UConn
2923307,UConn,Purdue,UConn
715864,Iowa St.,Purdue,Purdue
1105111,UConn,Houston,UConn
3469958,Iowa St.,Houston,Houston
938347,Iowa St.,Houston,Iowa St.
2852783,UConn,Purdue,UConn
524312,UConn,Houston,UConn
3601167,UConn,Purdue,UConn
2859626,UConn,Purdue,UConn
2191661,UConn,Houston,UConn
3131853,UConn,Houston,UConn
2680385,Saint Mary's,Creighton,Creighton
358626,UConn,Purdue,UConn
2095806,UConn,Houston,UConn
1663522,UConn,Houston,UConn
2188164,UConn,Tennessee,UConn
2400955,UConn,Houston,UConn
1372664,UConn,Houston,UConn
157388,UConn,Houston,UConn
256295,UConn,Gonzaga,UConn
2489086,UConn,Houston,UConn
668437,Iowa St.,Houston,Houston
529139,Iowa St.,Houston,Houston
3191106,Arizona,Kentucky,Kentucky
2135968,UConn,Houston,UConn
2070606,Iowa St.,Houston,Houston
3574971,UConn,Houston,UConn
1636627,Iowa St.,Kentucky,Kentucky
1104249,Iowa St.,Purdue,Purdue
3244680,UConn,Houston,UConn
3295588,Drake,Gonzaga,Gonzaga
3641118,Auburn,Purdue,Purdue
3029771,Arizona,Creighton,Creighton
3486424,UConn,Houston,UConn
3559708,UConn,Houston,UConn
3174309,UConn,Kentucky,UConn
3052911,UConn,Houston,UConn
802533,UConn,Houston,Houston
658716,UConn,Houston,UConn
1784578,UConn,Kentucky,Kentucky
3494761,Auburn,Marquette,Auburn
140648,UConn,Houston,UConn
2045539,Arizona,Kentucky,Arizona
2114195,UConn,Utah St.,Utah St.
3519339,Iowa St.,Houston,Iowa St.
876690,Arizona,Tennessee,Tennessee
3380924,North Carolina,Tennessee,North Carolina
1242973,UConn,Duke,UConn
633054,Baylor,Houston,Houston
740012,UConn,Purdue,UConn
1893661,UConn,Marquette,UConn
442915,North Carolina,Purdue,Purdue
1248814,Arizona,Houston,Houston
3048757,Iowa St.,Houston,Houston
3067767,UConn,Kentucky,UConn
835331,UConn,Kentucky,Kentucky
984944,UConn,Purdue,UConn
3008718,FAU,Wisconsin,Wisconsin
1726111,UConn,Creighton,UConn
3030915,UConn,Duke,UConn
1225573,UConn,Houston,UConn
1555113,UConn,Kentucky,UConn
809077,UConn,Purdue,UConn
1391158,UConn,Purdue,UConn
3311614,Arizona,Kentucky,Arizona
3299029,UConn,Houston,UConn
1225889,UConn,Houston,UConn
1034271,North Carolina,Houston,North Carolina
3623241,UConn,Kentucky,UConn
2768148,UConn,Creighton,UConn
1877634,North Carolina,Houston,Houston
3154753,Iowa St.,Florida,Iowa St.
1267125,Iowa St.,Kentucky,Iowa St.
2975581,UConn,Kentucky,UConn
2666613,North Carolina,Houston,Houston
1543394,UConn,Kentucky,UConn
2242897,North Carolina,Kentucky,North Carolina
1804461,UConn,Houston,UConn
2748977,UConn,Duke,UConn
997806,UConn,Purdue,UConn
3161564,UConn,Houston,UConn
1524165,UConn,Purdue,UConn
3080585,Baylor,Creighton,Creighton
1978854,Arizona,Purdue,Purdue
3246752,UConn,Purdue,UConn
1890746,UConn,Kentucky,Kentucky
2346772,Arizona,Houston,Houston
653985,North Carolina,Houston,Houston
1282389,UConn,Houston,UConn
3407175,Iowa St.,Houston,Houston
1010376,UConn,Houston,UConn
2803990,UConn,Marquette,UConn
3117030,UConn,Tennessee,UConn
3394986,Iowa St.,Houston,Iowa St.
3275656,UConn,Purdue,UConn
2278563,UConn,Houston,UConn
733377,UConn,Houston,UConn
1603760,UConn,Houston,UConn
1617942,UConn,Purdue,UConn
327749,UConn,Tennessee,UConn
2678030,Iowa St.,Houston,Houston
2021902,UConn,NC State,UConn
1293164,UConn,Houston,UConn
2631154,UConn,Houston,UConn
2324239,UConn,Purdue,UConn
1423871,Illinois,Purdue,Purdue
2067736,North Carolina,Duke,North Carolina
2404422,UConn,Houston,UConn
607285,UConn,Purdue,UConn
1302000,Iowa St.,Houston,Iowa St.
1886496,Alabama,Houston,Houston
602051,UConn,Houston,UConn
2961981,Arizona,Gonzaga,Gonzaga
3083994,UConn,Purdue,UConn
2249243,Arizona,Kentucky,Arizona
2128888,UConn,Duke,UConn
3598645,UConn,Purdue,UConn
1305608,Arizona,Marquette,Arizona
1435260,UConn,Houston,Houston
2491446,UConn,Marquette,UConn
1588321,UConn,Purdue,UConn
2547971,Iowa St.,Houston,Iowa St.
1897893,UConn,Houston,UConn
445790,UConn,Kentucky,UConn
2446581,Auburn,Purdue,Purdue
2697858,UConn,Houston,UConn
1823955,UConn,Kentucky,UConn
2657994,Auburn,Houston,Houston
447631,North Carolina,Houston,North Carolina
2305501,UConn,Houston,UConn
1261786,UConn,Houston,UConn
93547,UConn,Tennessee,UConn
3011805,UConn,Tennessee,UConn
1062970,UConn,Purdue,UConn
2945014,Iowa St.,Gonzaga,Iowa St.
2721884,UConn,Houston,UConn
3000876,UConn,Houston,UConn
1248642,UConn,Houston,Houston
2742820,UConn,Tennessee,UConn
843850,UConn,Houston,UConn
1714144,UConn,Houston,UConn
1805856,Arizona,Houston,Houston
916515,UConn,Houston,UConn
1250731,Iowa St.,Purdue,Purdue
2829285,UConn,Tennessee,UConn
1638004,UConn,Houston,UConn
3190998,Iowa St.,Kentucky,Iowa St.
2046310,North Carolina,Houston,North Carolina
759890,North Carolina,Tennessee,North Carolina
365961,UConn,Purdue,UConn
1257343,Baylor,Tennessee,Tennessee
1467082,UConn,Houston,UConn
3373813,UConn,Houston,UConn
3398982,Arizona,Houston,Houston
610425,Arizona,Purdue,Purdue
2881186,Saint Mary's,Texas Tech,Saint Mary's
3657985,UConn,Houston,UConn
2420574,Michigan St.,Houston,Houston
2366449,North Carolina,Houston,Houston
1893399,Arizona,Kentucky,Arizona
2696461,UConn,Houston,UConn
1855201,UConn,Purdue,UConn
3413949,UConn,Purdue,UConn
1986822,UConn,Kansas,UConn
1274163,Baylor,Kentucky,Kentucky
513416,UConn,Kentucky,UConn
817900,North Carolina,Houston,Houston
839833,Arizona,Houston,Houston
408501,Iowa St.,Houston,Houston
3524478,Arizona,Houston,Houston
683164,UConn,Purdue,Purdue
452861,UConn,Houston,Houston
2598180,UConn,Houston,UConn
3507032,UConn,Purdue,UConn
392011,UConn,Houston,UConn
1667114,UConn,Houston,UConn
738922,UConn,Houston,UConn
3560022,North Carolina,Houston,Houston
2512479,UConn,Houston,UConn
2717587,Baylor,Tennessee,Tennessee
3586962,North Carolina,Houston,North Carolina
1119903,North Carolina,Duke,North Carolina
2186412,Illinois,Gonzaga,Illinois
3051209,Arizona,Gonzaga,Arizona
411282,UConn,Marquette,UConn
866651,UConn,Purdue,UConn
3109287,UConn,Houston,UConn
2148499,UConn,Purdue,UConn
2989283,UConn,Houston,UConn
2928180,UConn,Purdue,UConn
1633803,North Carolina,Marquette,North Carolina
110894,UConn,Houston,UConn
570173,UConn,Marquette,UConn
3803559,UConn,Purdue,UConn
1980461,Arizona,Akron,Arizona
2264652,UConn,Kentucky,UConn
3002337,Arizona,Houston,Houston
546115,Iowa St.,Purdue,Purdue
3434419,UConn,Houston,UConn
2258233,UConn,Duke,UConn
2950838,UConn,Houston,UConn
2009955,Iowa St.,Houston,Iowa St.
1928528,UConn,Duke,UConn
2057573,Arizona,Houston,Houston
3520379,UConn,Houston,UConn
941118,UConn,Florida,UConn
2070612,Iowa St.,Kentucky,Kentucky
2290810,UConn,Kentucky,UConn
171478,North Carolina,Houston,North Carolina
442933,UConn,Creighton,Creighton
2812280,North Carolina,Marquette,North Carolina
402785,Arizona,Purdue,Purdue
2412235,UConn,McNeese,McNeese
2837217,Iowa St.,Houston,Houston
1828184,UConn,Purdue,UConn
3207119,UConn,Houston,UConn
2068693,Iowa St.,Houston,Houston
393543,UConn,Houston,UConn
443653,UConn,Houston,UConn
584850,Auburn,Tennessee,Auburn
3435015,UConn,Houston,UConn
2269069,Alabama,Houston,Houston
1936453,UAB,Florida,UAB
2828129,Illinois,Houston,Houston
409939,UConn,Houston,UConn
2828914,UConn,Houston,UConn
2602457,UConn,Tennessee,UConn
1689675,UConn,Houston,UConn
2722424,Auburn,Kentucky,Kentucky
3178333,Saint Mary's,Purdue,Purdue
1953697,UConn,Marquette,UConn
3032362,UConn,Purdue,UConn
974576,UConn,Purdue,UConn
2542709,UConn,Houston,UConn
2384289,UConn,Purdue,Purdue
1002234,UConn,Kentucky,Kentucky
3242480,UConn,Houston,UConn
2918580,North Carolina,Tennessee,North Carolina
1299737,North Carolina,Houston,Houston
2085344,Auburn,Kentucky,Kentucky
418600,North Carolina,Duke,North Carolina
3605925,Auburn,Kentucky,Auburn
1727843,Clemson,Kentucky,Kentucky
3480769,UConn,Houston,UConn
764821,BYU,Duke,BYU
3111673,UConn,Houston,UConn
3032290,UConn,Houston,UConn
2340200,UConn,Creighton,UConn
1308877,Auburn,Houston,Houston
2175078,UConn,Purdue,UConn
2505611,UConn,Houston,UConn
2250964,UConn,Duke,UConn
1344125,UConn,Tennessee,UConn
3666428,UConn,Houston,UConn
2882683,UConn,Marquette,UConn
1049209,UConn,Tennessee,UConn
2959157,UConn,Houston,UConn
2241728,Michigan St.,NC State,Michigan St.
717437,UConn,Houston,UConn
3492818,UConn,Gonzaga,UConn
411068,Iowa St.,Houston,Houston
1078743,Iowa St.,Purdue,Purdue
2247848,UConn,Houston,UConn
1591278,UConn,Purdue,UConn
2706242,Arizona,McNeese,Arizona
1170472,Iowa St.,Houston,Houston
2643606,UConn,Houston,UConn
861579,UConn,Kentucky,UConn
2225775,UConn,Houston,UConn
319512,Iowa St.,Houston,Houston
3068346,Iowa St.,Houston,Houston
3606267,UConn,Purdue,Purdue
1846537,Baylor,Houston,Houston
1978688,North Carolina,Gonzaga,North Carolina
2465919,UConn,Houston,UConn
2263561,UConn,Houston,UConn
1551646,UConn,Houston,UConn
380266,North Carolina,Creighton,North Carolina
3272764,UConn,Houston,Houston
282132,UConn,Tennessee,UConn
1292394,North Carolina,Houston,North Carolina
3263390,UConn,Houston,UConn
2182012,UConn,Kentucky,UConn
3554297,Iowa St.,Houston,Houston
334427,North Carolina,Houston,Houston
3184955,UConn,Purdue,UConn
3090654,UConn,Tennessee,UConn
3696836,UConn,Houston,UConn
1942847,Alabama,Houston,Houston
1478193,UConn,Duke,UConn
2520306,Iowa St.,Purdue,Purdue
1430088,Iowa St.,Houston,Houston
2213671,Auburn,Houston,Houston
255927,UConn,Purdue,UConn
1466616,UConn,Purdue,UConn
214675,UConn,Houston,Houston
1266226,UConn,Marquette,UConn
2015540,UConn,Houston,UConn
2486656,North Carolina,Houston,North Carolina
1581732,Iowa St.,Kentucky,Iowa St.
2868218,North Carolina,Kansas,North Carolina
3052244,North Carolina,Purdue,Purdue
914163,UConn,Kentucky,UConn
3190541,UConn,Kentucky,UConn
1577608,Iowa St.,Kentucky,Kentucky
2203728,UConn,Houston,UConn
1933114,Arizona,Houston,Houston
258008,UConn,Kentucky,UConn
2034838,Arizona,Houston,Houston
2146584,Iowa St.,Houston,Houston
620516,UConn,Marquette,UConn
2214795,UConn,Houston,UConn
403656,UConn,Houston,UConn
542234,UConn,Houston,UConn
2609363,Iowa St.,Tennessee,Tennessee
2428750,Illinois,Creighton,Creighton
1052332,Iowa St.,Kentucky,Iowa St.
1207237,UConn,Kentucky,UConn
3542918,North Carolina,Gonzaga,North Carolina
3020443,UConn,Purdue,UConn
204432,UConn,Tennessee,UConn
401183,North Carolina,Kentucky,North Carolina
1102709,North Carolina,Houston,North Carolina
2408011,Iowa St.,Kentucky,Iowa St.
2049143,Iowa St.,Purdue,Purdue
3567679,North Carolina,Houston,North Carolina
3140854,Iowa St.,Creighton,Iowa St.
2228877,UConn,Purdue,UConn
288821,UConn,Tennessee,UConn
3604011,Arizona,Houston,Houston
1872591,UConn,Marquette,UConn
281059,UConn,Houston,UConn
2914402,Arizona,Purdue,Purdue
542809,UConn,Purdue,UConn
3407146,UConn,Houston,UConn
561797,North Carolina,Houston,North Carolina
393060,Arizona,Houston,Houston
1585081,Morehead St.,NC State,Morehead St.
1470827,UConn,Purdue,UConn
2474888,North Carolina,Houston,Houston
2171372,Wagner,Tennessee,Tennessee
762043,UConn,Tennessee,UConn
2998477,Auburn,Houston,Houston
470261,Iowa St.,Houston,Iowa St.
525936,UConn,Purdue,UConn
3469266,UConn,Houston,UConn
2980581,UConn,Purdue,UConn
1964244,Arizona,Purdue,Purdue
3053688,Iowa St.,Purdue,Purdue
2945496,UConn,Tennessee,UConn
3631646,Arizona,Kentucky,Arizona
3384428,UConn,Houston,UConn
3541728,UConn,Houston,UConn
2671565,UConn,Houston,UConn
745366,Arizona,Duke,Arizona
1898742,UConn,Duke,UConn
1898173,Iowa St.,Marquette,Marquette
65571,Iowa St.,Houston,Houston
3100075,Iowa St.,Houston,Houston
1448538,Iowa St.,Houston,Houston
650247,UConn,Houston,UConn
782478,Auburn,Purdue,Auburn
492628,UConn,Purdue,UConn
3091007,UConn,Houston,UConn
1786511,UConn,Houston,UConn
2258118,North Carolina,Houston,Houston
1100205,UConn,Houston,UConn
1736559,UConn,Houston,UConn
1979391,North Carolina,Tennessee,North Carolina
3126474,UConn,Purdue,UConn
2177190,Iowa St.,Houston,Houston
2322503,UConn,Houston,UConn
1883032,UConn,Kentucky,UConn
301776,UConn,Kentucky,UConn
2384379,UConn,Houston,UConn
3682428,UConn,Purdue,UConn
146520,UConn,Purdue,UConn
20412,UConn,Houston,UConn
3324311,UConn,Kentucky,UConn
3486927,UConn,Houston,UConn
2727419,Baylor,Purdue,Purdue
1808090,UConn,Houston,UConn
34751,UConn,Houston,UConn
279071,UConn,Houston,UConn
3644335,UConn,Purdue,UConn
1875230,UConn,Houston,UConn
2079601,North Carolina,Houston,North Carolina
3043677,UConn,Duke,Duke
2817234,UConn,Houston,UConn
1813890,UConn,Houston,UConn
165132,Arizona,Kentucky,Kentucky
883193,North Carolina,Houston,Houston
1981635,Arizona,Purdue,Purdue
2733369,North Carolina,Marquette,North Carolina
573974,Auburn,Gonzaga,Auburn
102747,Illinois,Houston,Houston
2521730,UConn,Houston,UConn
937746,North Carolina,Purdue,Purdue
1974637,UConn,Houston,UConn
3137615,UConn,Kentucky,UConn
3391932,UConn,Houston,UConn
1564974,UConn,Tennessee,UConn
698694,UConn,Houston,UConn
2867881,Michigan St.,NC State,Michigan St.
2044834,UConn,Marquette,UConn
3377481,UConn,Purdue,UConn
2563798,UConn,Houston,UConn
2988394,UConn,Kentucky,UConn
711806,North Carolina,Kentucky,North Carolina
3681234,Arizona,Houston,Houston
1924954,UConn,Houston,UConn
222576,UConn,Purdue,UConn
156227,San Diego St.,Kentucky,San Diego St.
905049,UConn,Kentucky,UConn
2389045,Arizona,Tennessee,Tennessee
1122382,North Carolina,Kentucky,North Carolina
737589,North Carolina,Purdue,North Carolina
746675,Arizona,Marquette,Arizona
3393328,UConn,Creighton,UConn
3251542,UConn,Purdue,UConn
2735094,UConn,Houston,UConn
1079903,UConn,Houston,UConn
3216640,UAB,Houston,UAB
763260,Auburn,Texas Tech,Auburn
716326,Alabama,Kentucky,Kentucky
2439148,UConn,Houston,UConn
2971981,UConn,Houston,UConn
3527234,UConn,Houston,UConn
911586,Auburn,Houston,Houston
3089716,UConn,Houston,UConn
3408985,UConn,Houston,UConn
2192907,Arizona,Purdue,Purdue
3563487,North Carolina,Houston,Houston
1384906,UConn,Kentucky,UConn
1274014,Auburn,Kentucky,Kentucky
1391963,Arizona,Houston,Houston
3125898,Iowa St.,Houston,Houston
2604321,UConn,Purdue,UConn
1514573,North Carolina,Houston,North Carolina
631118,UConn,Houston,UConn
291078,UConn,Houston,UConn
1491141,Iowa St.,Tennessee,Iowa St.
525060,Arizona,Kentucky,Arizona
186955,UConn,Houston,UConn
615760,UConn,Purdue,UConn
1894256,UConn,Houston,UConn
1538019,UConn,Purdue,UConn
1744318,North Carolina,Tennessee,North Carolina
750605,Iowa St.,Kentucky,Kentucky
1562850,UConn,Marquette,UConn
1002994,North Carolina,Creighton,North Carolina
3481569,Arizona,Purdue,Purdue
1554845,Iowa St.,Creighton,Iowa St.
1372332,Iowa St.,Creighton,Iowa St.
2225350,UConn,Houston,UConn
450462,Arizona,Purdue,Purdue
742436,North Carolina,Kentucky,North Carolina
3139816,UConn,Houston,UConn
2725305,UConn,Houston,UConn
3302016,North Carolina,Tennessee,North Carolina
966307,Arizona,Kentucky,Arizona
2298349,UConn,Marquette,UConn
1064175,UConn,Tennessee,UConn
3046887,Arizona,Kentucky,Kentucky
627212,UConn,Kentucky,UConn
290913,UConn,Houston,UConn
3047862,UConn,Houston,UConn
126709,UConn,Purdue,UConn
3594022,Alabama,Florida,Florida
3778499,UConn,Tennessee,UConn
641582,UConn,Kentucky,Kentucky
1615138,UConn,Purdue,UConn
3706522,UConn,Kentucky,UConn
3252979,Iowa St.,Houston,Houston
552317,North Carolina,Texas Tech,North Carolina
1918187,North Carolina,Kansas,North Carolina
1008453,UConn,Creighton,UConn
2658012,UConn,Houston,UConn
3613794,UConn,Purdue,UConn
2878861,Mississippi St.,Kentucky,Kentucky
275222,UConn,Houston,UConn
3028528,Iowa St.,Wisconsin,Iowa St.
1112169,UConn,Kentucky,UConn
3341666,Auburn,Kentucky,Kentucky
345465,Illinois,Purdue,Purdue
50909,UConn,Purdue,UConn
3603771,UConn,Houston,UConn
1195327,UConn,Houston,UConn
1437267,North Carolina,Purdue,North Carolina
3705934,UConn,Kansas,UConn
3447844,Illinois,Duke,Duke
311211,UConn,Kentucky,UConn
927486,Illinois,Kentucky,Kentucky
1467263,UConn,Houston,UConn
647668,UConn,Houston,UConn
2132976,UConn,Houston,UConn
122364,UConn,Houston,UConn
2936297,North Carolina,Purdue,Purdue
1298655,North Carolina,Purdue,Purdue
3186186,Iowa St.,Purdue,Purdue
1617697,Illinois,Houston,Houston
1176014,UConn,Kentucky,UConn
243921,North Carolina,Marquette,North Carolina
170397,Auburn,Purdue,Purdue
2403132,North Carolina,Houston,North Carolina
3287013,North Carolina,Purdue,North Carolina
3039268,UConn,Purdue,UConn
801187,UConn,Houston,UConn
3389236,UConn,Houston,UConn
956571,UConn,Houston,Houston
1271307,UConn,Marquette,UConn
2951986,Iowa St.,Tennessee,Iowa St.
208553,North Carolina,Purdue,Purdue
1167508,Arizona,Purdue,Purdue
2669177,UConn,Kentucky,UConn
2147278,UConn,Tennessee,UConn
2200089,Iowa St.,Houston,Houston
2488743,UConn,Houston,UConn
792967,UConn,Houston,UConn
2249884,Iowa St.,Houston,Houston
2387283,North Carolina,Kentucky,Kentucky
2534032,UConn,Purdue,UConn
1378600,UConn,Purdue,UConn
1673103,UConn,Houston,UConn
234002,UConn,Tennessee,UConn
1747566,North Carolina,Duke,North Carolina
2319898,Iowa St.,Houston,Houston
2009699,Baylor,Marquette,Marquette
1313589,UConn,Creighton,UConn
941576,Arizona,Houston,Houston
1517706,UConn,Tennessee,UConn
1038975,North Carolina,Houston,Houston
3057583,North Carolina,Kentucky,North Carolina
1552876,UConn,Houston,UConn
3234693,UConn,Kentucky,UConn
2428864,UConn,Houston,UConn
885112,UConn,Houston,UConn
2883697,Alabama,Gonzaga,Gonzaga
3130591,UConn,Kentucky,Kentucky
3551788,Arizona,Tennessee,Tennessee
2633496,UConn,Houston,UConn
1475400,Auburn,Houston,Houston
2431658,UConn,Tennessee,UConn
684903,North Carolina,Houston,Houston
2867957,UConn,Kentucky,Kentucky
3029518,UConn,Houston,UConn
95451,UConn,Creighton,UConn
1023251,UAB,NC State,UAB
655782,North Carolina,Purdue,Purdue
307221,UConn,Houston,UConn
3179119,UConn,Colorado St.,UConn
1927737,North Carolina,Marquette,North Carolina
3197684,North Carolina,Duke,North Carolina
2910136,UConn,McNeese,McNeese
462223,UConn,Marquette,UConn
3818940,UConn,Houston,UConn
1201447,UConn,Kentucky,UConn
1683201,UConn,Houston,UConn
2087737,UConn,Duke,UConn
2242841,UConn,Tennessee,UConn
155349,UConn,Purdue,UConn
1501831,UConn,Houston,UConn
572518,North Carolina,Houston,North Carolina
1371848,Baylor,Tennessee,Tennessee
3580572,UConn,Duke,UConn
264044,Arizona,McNeese,Arizona
1294292,UConn,Tennessee,UConn
1656838,UConn,Purdue,UConn
1890829,UConn,Tennessee,UConn
97705,Arizona,Purdue,Purdue
1886646,UConn,Houston,UConn
3430749,Illinois,Purdue,Purdue
2015026,San Diego St.,Purdue,Purdue
1116892,Iowa St.,Marquette,Marquette
1636689,UConn,Creighton,UConn
626696,North Carolina,Purdue,North Carolina
3509541,UConn,Kentucky,Kentucky
1624765,UConn,Houston,UConn
2325697,North Carolina,Houston,North Carolina
3511052,UConn,Houston,UConn
132364,UConn,Houston,UConn
585021,UConn,Houston,UConn
2975995,Arizona,Kentucky,Arizona
2952984,North Carolina,Texas Tech,North Carolina
3145977,UConn,Kentucky,UConn
730980,Iowa St.,Purdue,Iowa St.
2239211,UConn,Kansas,UConn
3606741,North Carolina,Purdue,North Carolina
2066117,North Carolina,Kansas,North Carolina
2471797,UConn,Purdue,UConn
1411493,UConn,Houston,UConn
3719209,UConn,Purdue,UConn
3170704,Iowa St.,Houston,Houston
1538392,UConn,Houston,UConn
2163854,UConn,Houston,UConn
560522,UConn,Houston,UConn
3550482,UConn,Houston,UConn
294787,UConn,Purdue,UConn
3104689,UConn,Tennessee,UConn
207212,Dayton,Purdue,Purdue
2020799,UConn,Houston,UConn
876985,UConn,Houston,UConn
2332883,UConn,Houston,UConn
1043634,Arizona,Kentucky,Arizona
3429684,UConn,Purdue,Purdue
3543548,North Carolina,Marquette,North Carolina
821984,UConn,Kentucky,UConn
914189,North Carolina,Houston,North Carolina
1336719,UConn,Kentucky,UConn
3674892,San Diego St.,Purdue,Purdue
3149114,UConn,Houston,UConn
2985615,UConn,Houston,UConn
432948,Alabama,Houston,Houston
3562911,Iowa St.,Houston,Iowa St.
1192561,BYU,Samford,BYU
91392,UConn,Houston,UConn
2089299,Iowa St.,Tennessee,Iowa St.
2579438,UConn,Houston,UConn
2712543,Iowa St.,Houston,Houston
1151965,UConn,Kentucky,Kentucky
2391156,Iowa St.,Kentucky,Iowa St.
3288435,UConn,Houston,UConn
2650673,UConn,Houston,UConn
2647585,UConn,Houston,UConn
1740990,UConn,Houston,UConn
451926,North Carolina,Houston,North Carolina
2050826,Auburn,Houston,Auburn
3751845,UConn,Purdue,UConn
1936678,UConn,Tennessee,UConn
685737,UConn,Houston,UConn
1976883,UConn,Purdue,Purdue
2433957,North Carolina,Houston,Houston
2350319,UConn,Purdue,UConn
128636,FAU,Duke,Duke
2180361,UConn,Kentucky,UConn
1686596,UConn,Tennessee,UConn
3016528,UConn,Kentucky,UConn
1741094,North Carolina,Houston,Houston
330048,Clemson,Vermont,Vermont
1589533,North Carolina,Kansas,North Carolina
3285315,UConn,Houston,UConn
1293929,Iowa St.,Houston,Houston
3240479,North Carolina,Kentucky,North Carolina
662855,Iowa St.,Houston,Houston
11904,UConn,Creighton,UConn
538698,UConn,Texas A&M,Texas A&M
778849,UConn,Houston,UConn
224790,UConn,Houston,UConn
3248931,UConn,Houston,UConn
1501483,UConn,Purdue,Purdue
3344560,Iowa St.,Houston,Iowa St.
3306065,Arizona,Houston,Houston
2681979,UConn,Kentucky,UConn
1006936,Auburn,Houston,Auburn
1999547,UConn,Houston,UConn
3096475,Arizona,Houston,Houston
2225118,UConn,Houston,UConn
2052091,North Carolina,Houston,North Carolina
628682,UConn,Kansas,UConn
1237972,Arizona,Houston,Houston
2026125,North Carolina,Houston,North Carolina
1069904,UConn,Houston,UConn
2907383,UConn,Houston,Houston
3204076,Illinois,Purdue,Purdue
209564,UConn,Houston,UConn
2801905,UConn,Kentucky,UConn
346154,UConn,Houston,UConn
145887,Baylor,Marquette,Marquette
1860092,Colgate,Purdue,Purdue
2236861,UConn,Houston,UConn
369157,UConn,Purdue,UConn
3270199,UConn,Purdue,UConn
3071294,UConn,Marquette,UConn
1544471,UConn,Kentucky,UConn
370350,UConn,Houston,UConn
2973779,Arizona,Kentucky,Kentucky
3695999,UConn,Kentucky,UConn
2417110,North Carolina,Marquette,North Carolina
1088472,UConn,Marquette,UConn
2919625,UConn,Purdue,UConn
1857594,UConn,Purdue,UConn
3183091,North Carolina,Tennessee,North Carolina
1266976,Wagner,Grambling St.,Grambling St.
1182248,Arizona,Kentucky,Kentucky
1608330,North Carolina,Purdue,Purdue
1407118,UConn,Purdue,UConn
1525372,UConn,Nebraska,Nebraska
2899482,UConn,Kentucky,UConn
1920098,UConn,Houston,UConn
2852966,UConn,Creighton,Creighton
1313669,Baylor,Kentucky,Kentucky
616805,North Carolina,South Carolina,North Carolina
1313114,UConn,Purdue,UConn
3185451,UConn,Houston,UConn
2296934,UConn,Purdue,UConn
572034,Auburn,Houston,Houston
580735,Iowa St.,Creighton,Iowa St.
1837927,North Carolina,Houston,Houston
1893954,North Carolina,Tennessee,North Carolina
487520,UConn,Houston,UConn
2894745,UConn,Houston,UConn
475307,UConn,Houston,UConn
2729523,North Carolina,Kentucky,North Carolina
2069748,UConn,Houston,UConn
3433661,UConn,NC State,NC State
3054150,UConn,Houston,UConn
549856,UConn,Houston,UConn
263715,UConn,Houston,UConn
2238700,UConn,Creighton,UConn
3306771,UConn,Purdue,UConn
2546692,UConn,Purdue,UConn
1274975,UConn,Tennessee,UConn
3496804,North Carolina,Houston,Houston
2006268,UConn,Kentucky,Kentucky
918358,Illinois,Purdue,Illinois
2567446,Illinois,Purdue,Illinois
1295951,UConn,Purdue,UConn
726889,UConn,Houston,UConn
952602,UConn,Marquette,UConn
3085572,UConn,Purdue,UConn
2422810,UConn,Tennessee,UConn
1281952,UConn,Houston,UConn
2050412,UConn,Kentucky,UConn
1814647,UConn,Houston,UConn
3517211,UConn,Houston,UConn
3283938,Iowa St.,Houston,Iowa St.
2873164,UConn,Houston,UConn
2059923,Auburn,Houston,Auburn
3475363,UConn,Kentucky,UConn
130288,UConn,Duke,UConn
1713619,UConn,Purdue,UConn
2837343,Alabama,Houston,Houston
1050354,UConn,Marquette,UConn
3445037,UConn,Kentucky,UConn
3662177,UConn,Houston,UConn
301034,Illinois,Marquette,Marquette
819196,UConn,Houston,UConn
